EPOCH=001,Accuracy= 41.694%
EPOCH=002,Accuracy= 42.891%
EPOCH=003,Accuracy= 43.616%
EPOCH=004,Accuracy= 44.316%
EPOCH=005,Accuracy= 44.330%
EPOCH=006,Accuracy= 44.785%
EPOCH=007,Accuracy= 45.108%
EPOCH=008,Accuracy= 45.112%
EPOCH=009,Accuracy= 45.589%
EPOCH=010,Accuracy= 45.747%
EPOCH=011,Accuracy= 45.726%
EPOCH=012,Accuracy= 45.923%
EPOCH=013,Accuracy= 46.120%
EPOCH=014,Accuracy= 46.169%
